symbol,accuracy
00_USD,0.9235889243876464
00_USD,0.923784494086728
00_USD,0.923784494086728
1INCH_USD,0.9677147965085708
A8_USD,0.9259259259259259
AAVE_USD,0.9836185595314358
00_USD,0.923784494086728
A8_USD,0.9186867722847871
1INCH_USD,0.9557680184912797
AAVE_USD,0.9719959732772032
ABT_USD,0.9427019270192702
ACH_USD,0.9713411524732279
ACS_USD,0.9738378153012299
ADA_USD,0.9854487982996348
AERGO_USD,0.9644005766884773
AGLD_USD,0.9675195822454308
AIOZ_USD,0.9478888888888889
AERO_USD,0.977850697292863
AKT_USD,0.9666338475002735
ALCX_USD,0.9744127516778524
ALEPH_USD,0.9436438864317306
ALGO_USD,0.9804505309119778
ALICE_USD,0.9590100541376644
AMP_USD,0.9636874923584791
ANKR_USD,0.9852695361470957
API3_USD,0.9610938194753224
APE_USD,0.9623704371338441
ARB_USD,0.9791745910992773
ARPA_USD,0.942711648631445
ASM_USD,0.9566183472648397
JASMY_USD,0.949415160261279
ARKM_USD,0.9496428153179529
ASTER_USD,0.9649122807017544
BLAST_USD,0.9408384762715472
AST_USD,0.9317893766562968
ATOM_USD,0.9838621143923592
AUCTION_USD,0.9705682589993208
AUDIO_USD,0.9516356638871071
AVAX_USD,0.9726376426276725
AVT_USD,0.8920795795795796
AXS_USD,0.9763716914688174
BAL_USD,0.9558901918976546
BADGER_USD,0.9254474708171206
BAND_USD,0.9795574525440862
BAT_USD,0.9764220765489533
BCH_USD,0.9906782149148561
BIGTIME_USD,0.9643217347453353
BICO_USD,0.9652841429880843
BLUR_USD,0.9861100626556957
BLZ_USD,0.9564638530155771
BOBA_USD,0.9689045936395759
BNT_USD,0.9892307692307692
BONK_USD,0.9426365140650855
BTC_USD,0.9997777860079257
BTRST_USD,0.9386724386724387
CHZ_USD,0.9846222278706234
CLV_USD,0.9634478068684121
COTI_USD,0.9665077851922466
COW_USD,0.929074568860821
COVAL_USD,0.9757957559681698
CRO_USD,0.9814593777353385
CTX_USD,0.9594155844155844
CTSI_USD,0.9888897173961674
CRV_USD,0.979337231968811
CVC_USD,0.9747295400115616
CVX_USD,0.9539976234934646
DASH_USD,0.9800637232589895
DESO_USD,0.9802448979591837
DIA_USD,0.9736208520883493
DIMO_USD,0.9617623918174666
DEXT_USD,0.9183673469387755
DNT_USD,0.9056261343012704
DOGE_USD,0.9881693170469387
DOT_USD,0.9890650312427679
DYP_USD,0.9465709728867624
EGLD_USD,0.9782103749585223
ELA_USD,0.9589532412327312
ENJ_USD,0.9972283813747228
ENS_USD,0.9700666440754546
EOS_USD,0.9820637265245833
ERN_USD,0.9479373085930463
ETC_USD,0.9883632201449828
ETH_USD,0.9964896151113711
CBETH_USD,0.9913303437967115
ETHFI_USD,0.9037475345167653
FARM_USD,0.9664085014409222
FET_USD,0.9634016973125884
FIDA_USD,0.9607332465190824
FIL_USD,0.9789321050835892
FIS_USD,0.965218138096874
FLOW_USD,0.9754836040136547
FLR_USD,0.9749830966869506
FORTH_USD,0.9798657718120806
FOX_USD,0.9383975812547242
GHST_USD,0.9538499813409628
GFI_USD,0.9635108481262328
GLM_USD,0.9616107976546078
GNO_USD,0.9666020254255548
GODS_USD,0.9610905240868184
GTC_USD,0.8464391691394659
GYEN_USD,0.9931631722880584
HBAR_USD,0.9643383831612816
GYEN_USD,0.9931631722880584
DOGE_USD,0.9881693170469387
ALGO_USD,0.9804505309119778
EGLD_USD,0.9782103749585223
GRT_USD,0.9752795762213067
CGLD_USD,0.9693201280810186
GMT_USD,0.967595396729255
AGLD_USD,0.9675195822454308
GNO_USD,0.9666020254255548
AERGO_USD,0.9644005766884773
BIGTIME_USD,0.9643217347453353
GFI_USD,0.9635108481262328
GLM_USD,0.9616107976546078
GODS_USD,0.9610905240868184
G_USD,0.959613478691774
GHST_USD,0.9538499813409628
GST_USD,0.9531837634548048
HIGH_USD,0.9521458412457273
BADGER_USD,0.9254474708171206
DEGEN_USD,0.9163526752072344
EIGEN_USD,0.9079718640093787
CFG_USD,0.9057873485868102
EDGE_USD,0.9024759979787772
GIGA_USD,0.9013778100072516
DOGINME_USD,0.8982658959537573
GTC_USD,0.8464391691394659
FIGHT_USD,0.845360824742268
HIGH_USD,0.9521458412457273
HNT_USD,0.9486400844996039
HOPR_USD,0.9480636988780311
ICP_USD,0.9725163325073215
IDEX_USD,0.9300699300699301
ILV_USD,0.9691444600280504
INDEX_USD,0.9233428222854819
INJ_USD,0.9762349799732978
INV_USD,0.9305108145421077
JASMY_USD,0.9485415108451758
00_USD,0.9300736067297581
A8_USD,0.9147597254004577
1INCH_USD,0.9664499895156218
ABT_USD,0.943732704724813
ACH_USD,0.9625853807727597
AAVE_USD,0.9719728888074739
ACS_USD,0.976205385097057
AERGO_USD,0.9656049546560496
ADA_USD,0.9879577157802965
AERO_USD,0.97449423815621
AGLD_USD,0.9618480192327793
AIOZ_USD,0.954010219951122
ALCX_USD,0.981025264702799
AKT_USD,0.972653686283089
ALEPH_USD,0.9370011402508552
ALICE_USD,0.9592760180995475
ALGO_USD,0.9749032834044241
AMP_USD,0.9583180540276249
ANKR_USD,0.9769190600522193
APE_USD,0.9677310165858062
API3_USD,0.9645476772616137
ARB_USD,0.9790203151699259
ARKM_USD,0.944093567251462
ARPA_USD,0.9476566479877738
ASTER_USD,0.945273631840796
AST_USD,0.9298306256481161
BLAST_USD,0.9273920406435224
ASM_USD,0.9554052626017119
JASMY_USD,0.9485415108451758
ATOM_USD,0.9878195983759465
AUCTION_USD,0.9623260549835955
AUDIO_USD,0.9558748075936377
AVAX_USD,0.9729550723037863
AVT_USD,0.874601686972821
BADGER_USD,0.9239975132110662
AXS_USD,0.9724614687216682
BAL_USD,0.962
BAND_USD,0.9653042892432069
BAT_USD,0.9717359206918371
BCH_USD,0.9917094644167278
BICO_USD,0.9542160358909467
BIGTIME_USD,0.9656084656084656
BLZ_USD,0.9572377158034528
BLUR_USD,0.9767459418648546
BNT_USD,0.9867909072291624
BOBA_USD,0.9667891464104014
BONK_USD,0.9497631376005288
BTRST_USD,0.9298604427333975
C98_USD,0.9692799373858596
BTC_USD,0.999074382613203
CELR_USD,0.0
CBETH_USD,0.9875724442851168
CHZ_USD,0.9829776422764228
CLV_USD,0.9634478068684121
COVAL_USD,0.9757957559681698
COTI_USD,0.9689362241663497
COW_USD,0.9310679611650485
CRO_USD,0.9851469420174742
CTX_USD,0.9610579263345773
CRV_USD,0.9831103027153436
CVC_USD,0.9764735017335314
CTSI_USD,0.983611442193087
CVX_USD,0.9531394858828487
DASH_USD,0.9750795816280128
DESO_USD,0.9802448979591837
DEXT_USD,0.9201623815967523
DIMO_USD,0.9647021745981721
DIA_USD,0.96996336996337
DNT_USD,0.9129372231556439
DOGE_USD,0.9841806174166795
DRIFT_USD,0.9366750912664982
DOT_USD,0.9886672448684591
EGLD_USD,0.976654127019252
A8_USD,0.9183012759474386
00_USD,0.9211977935382191
ELA_USD,0.9575540522615732
1INCH_USD,0.9583725551720531
AAVE_USD,0.9735347985347985
ACH_USD,0.9593836105725074
ABT_USD,0.94189852700491
ACS_USD,0.9676277714166753
ACX_USD,0.9580814187827489
AERGO_USD,0.9715802278005087
ADA_USD,0.9896485971125034
AERO_USD,0.9756259921142916
AGLD_USD,0.9629513671467335
ALCX_USD,0.9786208342066652
AKT_USD,0.970189997816117
AIOZ_USD,0.9493783303730018
ALEPH_USD,0.9413272571916833
ALGO_USD,0.9729247247842904
ALICE_USD,0.9702524698133919
AMP_USD,0.9604008799804449
ANKR_USD,0.970244309876801
APE_USD,0.9682503940553929
API3_USD,0.9631193068207065
ARKM_USD,0.9420922278570586
ARPA_USD,0.9455678494213404
ARB_USD,0.981492027334852
APT_USD,0.9726644638029438
ASTER_USD,0.9636963696369637
AST_USD,0.9304117782378651
BLAST_USD,0.9189932318104906
ASM_USD,0.9529995775242923
JASMY_USD,0.9485415108451758
ATOM_USD,0.9873889680886062
AUCTION_USD,0.9686687026354485
AUDIO_USD,0.9524297986921401
AVAX_USD,0.981681747958508
AURORA_USD,0.9502237136465325
AVT_USD,0.8889305113317101
AXL_USD,0.9700830394721874
AXS_USD,0.9774682971014492
BADGER_USD,0.9255633255633255
BAL_USD,0.9675531914893617
BAND_USD,0.9709250112258644
BAT_USD,0.9725882973115445
BCH_USD,0.9867967431966552
BICO_USD,0.9477236330359186
BIGTIME_USD,0.954351106639839
BLAST_USD,0.9351088564785458
BLZ_USD,0.9523240371845949
BLUR_USD,0.9833722067564518
BNT_USD,0.9873106835857552
BOBA_USD,0.9654199011997178
BONK_USD,0.9537393986121819
BTRST_USD,0.934052757793765
BTC_USD,0.9995187324152228
C98_USD,0.9760088662885456
CELR_USD,0.0
CBETH_USD,0.9925288386826848
CGLD_USD,0.9718645329363602
CHZ_USD,0.9865371181812409
CLV_USD,0.9634478068684121
CORECHAIN_USD,0.9619072638907132
COMP_USD,0.982552910845974
COTI_USD,0.9715555555555555
COW_USD,0.9349830179524503
CRO_USD,0.9796889876229768
CRV_USD,0.978500909327098
CTSI_USD,0.9834126747991669
CTX_USD,0.9586508837360143
CVC_USD,0.9760647078243645
CVX_USD,0.9555911350804752
DASH_USD,0.9770846594525779
DNT_USD,0.9059737884791222
DIMO_USD,0.9657501963864886
DIA_USD,0.9699561861047361
DEXT_USD,0.9195180722891566
DOGE_USD,0.9889426399447132
DRIFT_USD,0.9369129398570026
DOT_USD,0.9911524894465968
ELA_USD,0.9575540522615732
EGLD_USD,0.9794270545293662
ENS_USD,0.965571734958799
EOS_USD,0.9820637265245833
ETC_USD,0.9853221502096836
ETHFI_USD,0.8998817500985415
EUL_USD,0.9296155928532756
ETH_USD,0.9946144533043878
CBETH_USD,0.9925288386826848
ETHFI_USD,0.8998817500985415
FAI_USD,0.9277566539923955
FARM_USD,0.9666965888689407
FARTCOIN_USD,0.8948422633950927
FET_USD,0.9637777188797597
FIDA_USD,0.9598397596394592
FIGHT_USD,0.81
FIL_USD,0.9791151649475748
FLOCK_USD,0.9085009733939
FLOKI_USD,0.9203846153846154
FIS_USD,0.9669726344685596
FLOW_USD,0.9735099337748344
FLUID_USD,0.9431524547803618
FLR_USD,0.9682340446075118
FORTH_USD,0.9796717171717172
FORT_USD,0.9448598130841122
FORTH_USD,0.9796717171717172
FOX_USD,0.9480894922071392
FUN1_USD,0.8007518796992481
GHST_USD,0.9579103738549146
GFI_USD,0.9665125402830321
GIGA_USD,0.894356005788712
GLM_USD,0.9672619047619048
GMT_USD,0.9716468932234064
GNO_USD,0.9768269023496443
GODS_USD,0.9613909824143858
GST_USD,0.9512508017960231
GRT_USD,0.9781253675173468
HBAR_USD,0.9653287104947327
HFT_USD,0.9593984962406015
HNT_USD,0.9480553724456163
HIGH_USD,0.9488874761602034
HOME_USD,0.9153674832962138
GYEN_USD,0.9931631722880584
DOGE_USD,0.9889426399447132
EGLD_USD,0.9794270545293662
GRT_USD,0.9781253675173468
GNO_USD,0.9768269023496443
G_USD,0.9742701632855022
ALGO_USD,0.9729247247842904
CGLD_USD,0.9718645329363602
AERGO_USD,0.9715802278005087
GMT_USD,0.9675246330182988
GLM_USD,0.9672619047619048
GFI_USD,0.9665125402830321
AGLD_USD,0.9629513671467335
GODS_USD,0.9613909824143858
GHST_USD,0.9579103738549146
BIGTIME_USD,0.954351106639839
GST_USD,0.9512508017960231
HIGH_USD,0.9488874761602034
CFG_USD,0.938
BADGER_USD,0.9255633255633255
EDGE_USD,0.9233097880928355
EIGEN_USD,0.916374269005848
DEGEN_USD,0.9140214946263434
DOGINME_USD,0.8994241842610364
GIGA_USD,0.894356005788712
GTC_USD,0.8282231252308829
FIGHT_USD,0.81
GAL_USD,0.0
HONEY_USD,0.945588893864756
HOPR_USD,0.9492413294797688
HYPER_USD,0.9574898785425101
HYPE_USD,0.9415584415584416
HYPER_USD,0.9574898785425101
ICP_USD,0.9709768492377188
IDEX_USD,0.9347160829649779
ILV_USD,0.9761904761904762
IMU_USD,0.7587939698492462
INDEX_USD,0.9121594143960959
IMX_USD,0.9619299958164831
INJ_USD,0.9600372985213801
INX_USD,0.9090909090909091
INV_USD,0.9310133374214319
IRYS_USD,0.8822269807280514
JASMY_USD,0.9490055331239718
2Z_USD,0.9386422976501305
00_USD,0.9289459884635554
1INCH_USD,0.9622818932190994
A8_USD,0.9193487315410829
AAVE_USD,0.9720343630049351
ABT_USD,0.941320293398533
ACX_USD,0.9647294589178357
2Z_USD,0.9347258485639687
00_USD,0.9288330716902146
A8_USD,0.918402120408936
1INCH_USD,0.9548683660676974
2Z_USD,0.9347258485639687
00_USD,0.9288330716902146
A8_USD,0.9168875425975009
AAVE_USD,0.9772830946081562
1INCH_USD,0.9603050245482085
AAVE_USD,0.9772830946081562
ACS_USD,0.9764522821576763
ABT_USD,0.9428338097182524
ACH_USD,0.9606547376982513
ACX_USD,0.9489387264717661
AERGO_USD,0.97978570639567
ADA_USD,0.9854820292534392
AGLD_USD,0.9616066770996349
AERO_USD,0.9752340991659417
AIOZ_USD,0.947724000443017
AKT_USD,0.9759431383269547
ALCX_USD,0.9794105351170569
ALEO_USD,0.9113340563991323
ALEPH_USD,0.9398496240601504
ALGO_USD,0.9764857624764361
ALICE_USD,0.953580464195358
ALLO_USD,0.9028520499108734
ALT_USD,0.9390142021720969
AMP_USD,0.964957264957265
API3_USD,0.9593919893487185
APE_USD,0.9690837549184935
ANKR_USD,0.9770785580329235
APR_USD,0.8328981723237598
ARKM_USD,0.953578110383536
ARPA_USD,0.9438045816985192
APT_USD,0.9758758758758759
ARB_USD,0.9804088586030665
ASTER_USD,0.978981406628941
ASM_USD,0.9556468605141172
JASMY_USD,0.9490055331239718
ATH_USD,0.9241486068111455
ASTER_USD,0.978981406628941
BLAST_USD,0.9351088564785458
AST_USD,0.9275711662075299
ATOM_USD,0.9850174978127734
AURORA_USD,0.9438766028619215
AUCTION_USD,0.9633284737019177
AUDIO_USD,0.9552257899449916
AVAX_USD,0.9811549482036588
AWE_USD,0.9410343160947318
AVNT_USD,0.9179512680258578
AVT_USD,0.8862957430918595
AXL_USD,0.9586457623267439
B3_USD,0.9080359733101248
AXS_USD,0.9731316324226688
BADGER_USD,0.9198757763975155
BAL_USD,0.9684935133703998
BAND_USD,0.9710128707330722
BARD_USD,0.9132841328413284
BAT_USD,0.9753865572735879
BCH_USD,0.9901258045640725
BEAM_USD,0.0
BERA_USD,0.9119408242338851
BICO_USD,0.9452964065003433
BIGTIME_USD,0.959140055318079
BIO_USD,0.9081255771006463
BIRB_USD,0.8982035928143712
BLAST_USD,0.9256128486897718
BLUR_USD,0.9733574170241589
BLZ_USD,0.9513499064421278
BNB_USD,0.9901129943502824
BNKR_USD,0.8764160659114315
BNT_USD,0.9860032693093584
BOBBOB_USD,0.8649706457925636
BOBA_USD,0.966708807416772
BONK_USD,0.9421578311930633
BREV_USD,0.8576779026217228
2Z_USD,0.924380704041721
00_USD,0.9391008886565604
A8_USD,0.9150104107514669
1INCH_USD,0.9613536661792355
BTRST_USD,0.9482347328244275
CAKE_USD,0.9619081523673906
C98_USD,0.9746769351259627
BTC_USD,0.9997410476472329
ACH_USD,0.9610693230331369
ABT_USD,0.943043788914974
ACS_USD,0.9740714065233048
AAVE_USD,0.9778325123152709
ACX_USD,0.9473578863090473
ADA_USD,0.9895068776164845
AERGO_USD,0.9626725565985643
AERO_USD,0.9788083538083538
AGLD_USD,0.96452790818988
ALEO_USD,0.8912984548658173
AKT_USD,0.9754017710724828
AIOZ_USD,0.9514950166112957
ALCX_USD,0.9748565466875326
ALEPH_USD,0.9452404596396652
ALLO_USD,0.9074733096085409
ALICE_USD,0.9627144742630884
ALGO_USD,0.9786833234186001
ALT_USD,0.9448928472028946
AMP_USD,0.9614163614163614
APR_USD,0.83203125
ANKR_USD,0.9708302948223774
APE_USD,0.9672278338945005
API3_USD,0.9639449744841357
APT_USD,0.9745822075452817
ARPA_USD,0.9482278481012658
ARKM_USD,0.94656399486641
ARB_USD,0.9732168297084244
ASTER_USD,0.9709208400646203
ATH_USD,0.9245049504950495
ASTER_USD,0.9709208400646203
AST_USD,0.9303391384051329
BLAST_USD,0.9256128486897718
ASM_USD,0.9517590056878028
JASMY_USD,0.9490055331239718
ATOM_USD,0.9842554122020556
AUCTION_USD,0.9704002690884629
AUDIO_USD,0.9557374952027632
AURORA_USD,0.9503901895206243
AVAX_USD,0.9728955486998678
AVNT_USD,0.9047146401985111
AVT_USD,0.8804773447697184
AWE_USD,0.939159826170932
B3_USD,0.9153868443929296
AXS_USD,0.9730248306997743
AXL_USD,0.9654702407996365
BARD_USD,0.9327188940092166
BADGER_USD,0.941788264514126
BAL_USD,0.9596066967844805
BAND_USD,0.9738137869292749
BEAM_USD,0.0
BAT_USD,0.9840151435482175
BCH_USD,0.9877861478826885
BERA_USD,0.9212653778558875
BICO_USD,0.944755804643715
BIO_USD,0.9033594109526001
BIRB_USD,0.8567164179104477
BIGTIME_USD,0.9562539283469516
BLAST_USD,0.9260667511618081
BNB_USD,0.9894440534834623
BLZ_USD,0.9541566426089281
BNKR_USD,0.8730729701952723
BLUR_USD,0.9781659388646288
BOBA_USD,0.9683799972140966
BOBBOB_USD,0.8965853658536586
BNT_USD,0.9858018386108274
BREV_USD,0.8576779026217228
BONK_USD,0.9571992976294995
BTRST_USD,0.9482347328244275
BTC_USD,0.9997410476472329
C98_USD,0.9746769351259627
CAKE_USD,0.9619081523673906
CELR_USD,0.0
CFG_USD,0.9089718402095612
CBETH_USD,0.9897983534184465
CLANKER_USD,0.8888461538461538
CGLD_USD,0.9680922275939011
CHZ_USD,0.9851569933396765
CLV_USD,0.9634478068684121
COOKIE_USD,0.9241866175567833
COSMOSDYDX_USD,0.9407176287051482
CORECHAIN_USD,0.974025974025974
COTI_USD,0.9662565013319802
COW_USD,0.9312590448625181
COMP_USD,0.9872378669862193
CRO_USD,0.9821612621898042
CTX_USD,0.9536767087787495
CRV_USD,0.9813853936956803
CTSI_USD,0.9842877354978032
CVC_USD,0.9743737640079103
CVX_USD,0.9583368403333052
DASH_USD,0.9704786992460714
DBR_USD,0.9525166191832859
DEGEN_USD,0.9178082191780822
DEXT_USD,0.9203368502565096
DIA_USD,0.974468528553564
DNT_USD,0.9222860598729967
DOGINME_USD,0.8954996186117468
DOLO_USD,0.9191039203484754
DOGE_USD,0.9847719620446893
DOOD_USD,0.9704142011834319
DRIFT_USD,0.9284012890570268
DOT_USD,0.9943969500924215
EDGE_USD,0.9108216432865731
EGLD_USD,0.9809860711916869
EIGEN_USD,0.9065230052417006
ELSA_USD,0.907185628742515
ELA_USD,0.9597830400846673
ENA_USD,0.9185369908561929
ENS_USD,0.9673473967684022
BERA_USD,0.9138840070298769
ERA_USD,0.9109848484848485
EOS_USD,0.9820637265245833
EUL_USD,0.9242666666666667
ETHFI_USD,0.9049862583431488
ETC_USD,0.9886860619889712
ETH_USD,0.9943660796260746
CBETH_USD,0.9897983534184465
ETHFI_USD,0.9049862583431488
FAI_USD,0.9185499058380414
FARM_USD,0.9685393258426966
FARTCOIN_USD,0.88800792864222
FIDA_USD,0.9592941648285542
FET_USD,0.9623940677966102
FIGHT_USD,0.7181818181818181
2Z_USD,0.945617402431222
A8_USD,0.9175803402646503
00_USD,0.927490871152843
FIL_USD,0.9793577981651376
1INCH_USD,0.9644871527052433
FLOKI_USD,0.9167303284950343
2Z_USD,0.94185303514377
