symbol,timestamp,outcome,entry_price,detail
ABT,2026-04-18T06:01:39-07:00,HIT,0.2989,53.35
SHPING,2026-04-18T06:06:55-07:00,HIT,0.001144,253.08333333333334
FET,2026-04-18T06:28:37-07:00,HIT,0.2251,31.383333333333333
PLU,2026-04-18T06:57:42-07:00,HIT,0.14083,32.3
DEXT,2026-04-18T06:59:03-07:00,HIT,0.1257,225.95
TIME,2026-04-18T07:50:33-07:00,HIT,2.76,69.45
AST,2026-04-18T07:51:11-07:00,HIT,0.0068,138.81666666666666
STORJ,2026-04-18T09:06:46-07:00,WAITING,0.1047,-2.5787965616045923
SHPING,2026-04-18T09:30:20-07:00,HIT,0.001144,49.666666666666664
KARRAT,2026-04-18T10:47:32-07:00,HIT,0.0044,52.46666666666667
PLU,2026-04-18T10:48:09-07:00,HIT,0.14226,11.85
TIME,2026-04-18T10:56:25-07:00,HIT,2.72,258.5833333333333
AST,2026-04-18T11:23:14-07:00,WAITING,0.0067,-1.4925373134328397
ABT,2026-04-18T12:03:34-07:00,WAITING,0.2972,-0.1682368775235533
SHPING,2026-04-18T13:13:09-07:00,WAITING,0.001145,-1.9213973799126538
PLU,2026-04-18T13:58:33-07:00,HIT,0.14055,81.45
TIME,2026-04-18T14:39:15-07:00,HIT,2.53,10.75
AST,2026-04-18T14:55:04-07:00,WAITING,0.0067,-1.4925373134328397
IOTX,2026-04-18T15:32:56-07:00,HIT,0.01166,57.06666666666667
SUPER,2026-04-18T16:37:44-07:00,WAITING,0.11906,-1.9653955988577145
